id,approved,title
NULL,1,University of Tennessee Knoxville
NULL,1,University of Tennessee - Knoxville
NULL,1,University of Tennessee - Martin
NULL,1,University of Tennessee - Memphis
NULL,1,University of Tennessee Space Institute
NULL,1,University of Teramo
NULL,1,University of Texas
NULL,1,University of Texas Arlington
NULL,1,University of Texas at Arlington
NULL,1,University of Texas at Austin
NULL,1,University of Texas at Brownsville
NULL,1,University of Texas at Dallas
NULL,1,University of Texas at El Paso
NULL,1,University of Texas at San Antonio
NULL,1,University of Texas at Tyler
NULL,1,University of Texas Austin
NULL,1,University of Texas Dallas
NULL,1,University of Texas El Paso
NULL,1,University of Texas Health Center at Houston
NULL,1,University of Texas Health Center at Tyler
NULL,1,University of Texas Health Science Center at San Antonio
NULL,1,University of Texas M.D. Anderson Cancer Center
NULL,1,University of Texas Medical Branch Galveston
NULL,1,University of Texas of the Permian Basin
NULL,1,University of Texas Pan American
NULL,1,University of Texas San Antonio
NULL,1,University of Texas School Public Health
NULL,1,University of Texas Southwestern Medical Center at Dallas
NULL,1,University of the Andes Colombia
NULL,1,University of the Arts
NULL,1,University of the District of Columbia
NULL,1,University of the Free State
NULL,1,University of the Incarnate World
NULL,1,University of the Ozarks
NULL,1,University of the Pacific
NULL,1,University of the Philippines Diliman
NULL,1,University of the Philippines Los Banos
NULL,1,University of the Philippines Manila
NULL,1,University of the Republic - Uruguay
NULL,1,University of the Sciences in Philadelphia
NULL,1,University of the South
NULL,1,University of the South Pacific
NULL,1,University of the Southwest
NULL,1,University of Thessaly
NULL,1,University of the Western Cape
NULL,1,University of the West Indies
NULL,1,University of Tokushima
NULL,1,University of Tokyo
NULL,1,University of Toledo
NULL,1,University of Toronto
NULL,1,University of Tras-os-Montes & Alto Douro
NULL,1,University of Trento
NULL,1,University of Trieste
NULL,1,University of Tromso
NULL,1,University of Tsukuba
NULL,1,University of Tulsa
NULL,1,University of Tun Hussein Onn Malaysia
NULL,1,University of Tunis El Manar
NULL,1,University of Tunku Abdul Rahman
NULL,1,University of Turin
NULL,1,University of Turku
NULL,1,University of Twente
NULL,1,University of Udine
NULL,1,University of Ulm
NULL,1,University of Ulsan
NULL,1,University of Ulster
NULL,1,University of Urbino
NULL,1,University of Utah
NULL,1,University of Utrecht
NULL,1,University of Valencia
NULL,1,University of Vermont
NULL,1,University of Verona
NULL,1,University of Versailles Saint-Quentin-En-Yvelines
NULL,1,University of Veterinary & Animal Science - Pakistan
NULL,1,University of Veterinary Medicine Vienna
NULL,1,University of Veterinary & Pharmaceutical Sciences - Brno
NULL,1,University of Victoria
NULL,1,University of Vienna
NULL,1,University of Vigo
NULL,1,University of Virginia
NULL,1,University of Virginia College at Wise
NULL,1,University of Waikato
NULL,1,University of Warmia & Mazury
NULL,1,University of Warsaw
NULL,1,University of Warwick
NULL,1,University of Washington
NULL,1,University of Washington Seattle
NULL,1,University of Washington Tacoma
NULL,1,University of Waterloo
NULL,1,University of West Alabama
NULL,1,University of West Bohemia Pilsen
NULL,1,University of West England
NULL,1,University of Western Australia
NULL,1,University of Western Brittany
NULL,1,University of Western Macedonia
NULL,1,University of Western Sydney
NULL,1,University of West Florida
NULL,1,University of West Los Angeles
NULL,1,University of Westminster
NULL,1,University of West Scotland
NULL,1,University of Windsor
NULL,1,University of Winnipeg
NULL,1,University of Wisconsin - Eau Claire
NULL,1,University of Wisconsin - Green Bay
NULL,1,University of Wisconsin - La Crosse
NULL,1,University of Wisconsin Madison
NULL,1,University of Wisconsin - Madison
NULL,1,University of Wisconsin Milwaukee
NULL,1,University of Wisconsin - Milwaukee
NULL,1,University of Wisconsin - Oshkosh
NULL,1,University of Wisconsin - Parkside
NULL,1,University of Wisconsin - Platteville
NULL,1,University of Wisconsin - River Falls
NULL,1,University of Wisconsin - Stevens Point
NULL,1,University of Wisconsin - Stout
NULL,1,University of Wisconsin - Superior
NULL,1,University of Wisconsin - Whitewater
NULL,1,University of Witwatersrand
NULL,1,University of Wollongong
NULL,1,University of Wolverhampton
NULL,1,University of Wroclaw
NULL,1,University of Wurzburg
NULL,1,University of Wyoming
NULL,1,University of Yamanashi
NULL,1,University of Yaounde I
NULL,1,University of York - UK
NULL,1,University of Zagreb
NULL,1,University of Zaragoza
NULL,1,University of Zielona Gora
NULL,1,University of Zimbabwe
NULL,1,University of Zurich
NULL,1,University Peruana Cayetano Heredia
NULL,1,University Quebec Outaouais
NULL,1,University Science & Technology Houari Boumediene
NULL,1,University Shiga Prefecture
NULL,1,Upper Iowa University
NULL,1,Uppsala University
NULL,1,Ural Federal University
NULL,1,Urbana University
NULL,1,Ursinus College
NULL,1,Ursuline College
NULL,1,Utah State University
NULL,1,Utah Valley State College
NULL,1,Utah Valley University
NULL,1,Utica College
NULL,1,Utsunomiya University
NULL,1,Valdosta State University
NULL,1,Valley City State University
NULL,1,Valley Forge Christian College
NULL,1,Valparaiso University
NULL,1,Vanderbilt University
NULL,1,VanderCook College of Music
NULL,1,Vanguard University of Southern California
NULL,1,Vassar College
NULL,1,Vellore Institute of Technology
NULL,1,Vennard College
NULL,1,Vermont Law School
NULL,1,Vermont Technical College
NULL,1,Victoria University
NULL,1,Victoria University Wellington
NULL,1,Vienna University of Economics & Business
NULL,1,Vienna University of Technology
NULL,1,Vietnam National University
NULL,1,Vietnam National University Hanoi
NULL,1,Vietnam National University Hochiminh City
NULL,1,Villa Julie College
NULL,1,Villanova University
NULL,1,Vilnius Gediminas Technical University
NULL,1,Vilnius University
NULL,1,Virginia College
NULL,1,Virginia Commonwealth University
NULL,1,Virginia Intermont College
NULL,1,Virginia International University
NULL,1,Virginia Military Institute
NULL,1,Virginia Polytechnic Institute
NULL,1,Virginia Polytechnic Institute and State University (Virginia Tech)
NULL,1,Virginia State University
NULL,1,Virginia Union University
NULL,1,Virginia Wesleyan College
NULL,1,Vita-Salute San Raffaele University
NULL,1,Viterbo College
NULL,1,VN Karazin Kharkiv National University
NULL,1,Voorhees College
NULL,1,Voronezh State University
NULL,1,Vrije University of Brussels
NULL,1,VU University Amsterdam
NULL,1,Wabash College
NULL,1,Wageningen University & Research Center
NULL,1,Wagner College
NULL,1,Wakayama Medical University
NULL,1,Wake Forest University
NULL,1,Wake Forest University School of Medicine
NULL,1,Walden University
NULL,1,Walla Walla College
NULL,1,Walsh College of Accountancy and Business Administration
NULL,1,Walsh University
NULL,1,Warner Pacific College
NULL,1,Warner Southern College
NULL,1,Warren Wilson College
NULL,1,Warsaw University Observatory
NULL,1,Warsaw University of Life Sciences
NULL,1,Warsaw University of Technology
NULL,1,Wartburg College
NULL,1,Waseda University
NULL,1,Washburn University
NULL,1,Washington and Lee University
NULL,1,Washington Bible College
NULL,1,Washington College
NULL,1,Washington State University
NULL,1,Washington State University Spokane
NULL,1,Washington State University Tri-Cities
NULL,1,Washington State University Vancouver
NULL,1,Washington University
NULL,1,Washington University in St. Louis
NULL,1,Wayland Baptist University
NULL,1,Waynesburg College
NULL,1,Wayne State College
NULL,1,Wayne State University
NULL,1,Webber College
NULL,1,Webb Institute
NULL,1,Weber State University
NULL,1,Webster University
NULL,1,Webster University North Florida
NULL,1,Weill Medical College of Cornell University
NULL,1,Wellesley College
NULL,1,Wells College
NULL,1,Wentworth Institute of Technology
NULL,1,Wenzhou Medical University
NULL,1,Wenzhou University
NULL,1,Wesleyan College
NULL,1,Wesleyan University
NULL,1,Wesley College
NULL,1,Wesley College Mississippi
NULL,1,Westbrook University
NULL,1,West Chester University of Pennsylvania
NULL,1,West Coast University
NULL,1,Western Baptist College
NULL,1,Western Bible College
NULL,1,Western Carolina University
NULL,1,Western Connecticut State University
NULL,1,Western Governors University
NULL,1,Western Illinois University
NULL,1,Western International University
NULL,1,Western Kentucky University
NULL,1,Western Maryland College
NULL,1,Western Michigan University
NULL,1,Western New England College
NULL,1,Western New Mexico University
NULL,1,Western Oregon University
NULL,1,Western State College
NULL,1,Western States Chiropractic College
NULL,1,Western State University College of Law
NULL,1,Western State University College of Law - Orange County
NULL,1,Western University - Canada
NULL,1,Western Washington University
NULL,1,Westfield State College
NULL,1,West Liberty State College
NULL,1,Westminster College Fulton
NULL,1,Westminster College New Wilmington
NULL,1,Westminster College of Salt Lake City
NULL,1,Westmont College
NULL,1,West Pomeranian University of Technology
NULL,1,West Suburban College of Nursing
NULL,1,West Texas A&M University
NULL,1,West University of Timisoara
NULL,1,West Virginia School of Osteopathic Medicine
NULL,1,West Virginia State College
NULL,1,West Virginia University
NULL,1,West Virginia University Institute of Technology
NULL,1,West Virginia Wesleyan College
NULL,1,Westwood College
NULL,1,Wheaton College Massachusetts
NULL,1,Wheeling Jesuit University
NULL,1,Wheelock College
NULL,1,Whitman College
NULL,1,Whittier College
NULL,1,Whitworth College
NULL,1,Wichita State University
NULL,1,Widener University
NULL,1,Wilberforce University
NULL,1,Wilbur Wright College
NULL,1,Wiley College
NULL,1,Wilfrid Laurier University
NULL,1,Wilkes University
NULL,1,Willamette University
NULL,1,William Carey College
NULL,1,William Jewell College
NULL,1,William Mitchell College of Law
NULL,1,William Paterson University
NULL,1,William Penn College
NULL,1,Williams Baptist College
NULL,1,Williams College
NULL,1,William Tyndale College
NULL,1,William Woods University
NULL,1,Wilmington College
NULL,1,Wilson College
NULL,1,Wingate University
NULL,1,Winona State University
NULL,1,Winston-Salem State University
NULL,1,Winthrop University
NULL,1,Wisconsin Lutheran College
NULL,1,Wisconsin School of Professional Psychology
NULL,1,Wittenberg University
NULL,1,Witten Herdecke University
NULL,1,Wofford College
NULL,1,Wonkwang University
NULL,1,Woodbury University
NULL,1,Worcester Polytechnic Institute
NULL,1,Worcester State College
NULL,1,Wright Institute
NULL,1,Wright State University
NULL,1,Wright State University Dayton
NULL,1,Wroclaw University of Environmental & Life Sciences
NULL,1,Wroclaw University of Technology
NULL,1,Wuhan Institute of Technology
NULL,1,Wuhan University
NULL,1,Wuhan University of Science & Technology
NULL,1,Wuhan University of Technology
NULL,1,Xavier University
NULL,1,Xavier University of Louisiana
NULL,1,Xiamen University
NULL,1,Xiangtan University
NULL,1,Xian Jiaotong University
NULL,1,Xian Technological University
NULL,1,XiAn University of Architecture & Techology
NULL,1,XiAn University of Science & Technology
NULL,1,XiAn University of Technology
NULL,1,Xidian University
NULL,1,Xinjiang University
NULL,1,Xuzhou Medical College
NULL,1,Yakin Dogu University
NULL,1,Yale University
NULL,1,Yamagata University
NULL,1,Yamaguchi University
NULL,1,Yanbian University
NULL,1,Yangzhou University
NULL,1,Yanshan University
NULL,1,Yantai University
NULL,1,Yarmouk University
NULL,1,Yeditepe University
NULL,1,Yeshiva University
NULL,1,Yeungnam University
NULL,1,Yildiz Teknik University
NULL,1,Yokohama City University
NULL,1,Yokohama National University
NULL,1,Yonsei University
NULL,1,York College Nebraska
NULL,1,York College of Pennsylvania
NULL,1,Yorker International University
NULL,1,York University
NULL,1,York University - Canada
NULL,1,Youngstown State University
NULL,1,Yuan Ze University
NULL,1,Yunnan Normal University
NULL,1,Yunnan University
NULL,1,Yuzuncu Yil University
NULL,1,Zhejiang Gongshang University
NULL,1,Zhejiang Normal University
NULL,1,Zhejiang University
NULL,1,Zhejiang University of Science & Technology
NULL,1,Zhejiang University of Technology
NULL,1,Zhengzhou University
NULL,1,Zurich University of Applied Sciences
